awakening_id,hero_id,body_change,face_change,eye_change,hair_change,clothing_change,armor_change,weapon_change,aura_change,chakra_change,summon_change,transition_start,transition_mid,transition_end,idle_animation,movement_animation,basic_vfx_modifier,skill1_vfx_modifier,skill2_vfx_modifier,ultimate_vfx_modifier,awakening_skill_vfx,camera_sequence,screen_effect,sfx_description,reference_source,status
awakening-sakura-shippuden,sakura-shippuden,Persistent silhouette changes from base hero to Byakugo Sakura.,Use canon-appropriate face markings/features for Byakugo Sakura; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Byakugo Sakura; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Byakugo Sakura.,Use canonical armor/avatar layer for Byakugo Sakura; NONE when not applicable.,Use canonical weapon state for Byakugo Sakura; NONE when not applicable.,Distinct awakened aura profile: aura/sakura-shippuden/awakened,Distinct chakra/material profile: chakra/sakura-shippuden/awakened,Form-specific summon/avatar layer for Byakugo Sakura; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sakura-shippuden/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sakura-shippuden/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sakura-shippuden/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sakura-shippuden/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sakura-shippuden/Awakened/Animations/Move,vfx/sakura-shippuden/awakened/basic,vfx/sakura-shippuden/awakened/skill1,vfx/sakura-shippuden/awakened/skill2,vfx/sakura-shippuden/awakened/ultimate,vfx/sakura-shippuden/awakened/awakening-skill,camera/sakura-shippuden/awakening,screenfx/sakura-shippuden/awakening,Unique transition and form aura SFX for Byakugo Sakura.,https://naruto.fandom.com/wiki/Sakura_Haruno,ASSET_SPEC_PENDING_PRODUCTION
awakening-sasori-hiruko,sasori-hiruko,Persistent silhouette changes from base hero to Sasori True Body.,Use canon-appropriate face markings/features for Sasori True Body; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Sasori True Body; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Sasori True Body.,Use canonical armor/avatar layer for Sasori True Body; NONE when not applicable.,Use canonical weapon state for Sasori True Body; NONE when not applicable.,Distinct awakened aura profile: aura/sasori-hiruko/awakened,Distinct chakra/material profile: chakra/sasori-hiruko/awakened,Form-specific summon/avatar layer for Sasori True Body; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sasori-hiruko/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sasori-hiruko/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sasori-hiruko/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sasori-hiruko/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sasori-hiruko/Awakened/Animations/Move,vfx/sasori-hiruko/awakened/basic,vfx/sasori-hiruko/awakened/skill1,vfx/sasori-hiruko/awakened/skill2,vfx/sasori-hiruko/awakened/ultimate,vfx/sasori-hiruko/awakened/awakening-skill,camera/sasori-hiruko/awakening,screenfx/sasori-hiruko/awakening,Unique transition and form aura SFX for Sasori True Body.,https://naruto.fandom.com/wiki/Sasori,ASSET_SPEC_PENDING_PRODUCTION
awakening-sasuke-ems,sasuke-ems,Persistent silhouette changes from base hero to Rinnegan Sasuke.,Use canon-appropriate face markings/features for Rinnegan Sasuke; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Rinnegan Sasuke; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Rinnegan Sasuke.,Use canonical armor/avatar layer for Rinnegan Sasuke; NONE when not applicable.,Use canonical weapon state for Rinnegan Sasuke; NONE when not applicable.,Distinct awakened aura profile: aura/sasuke-ems/awakened,Distinct chakra/material profile: chakra/sasuke-ems/awakened,Form-specific summon/avatar layer for Rinnegan Sasuke; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sasuke-ems/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sasuke-ems/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sasuke-ems/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sasuke-ems/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sasuke-ems/Awakened/Animations/Move,vfx/sasuke-ems/awakened/basic,vfx/sasuke-ems/awakened/skill1,vfx/sasuke-ems/awakened/skill2,vfx/sasuke-ems/awakened/ultimate,vfx/sasuke-ems/awakened/awakening-skill,camera/sasuke-ems/awakening,screenfx/sasuke-ems/awakening,Unique transition and form aura SFX for Rinnegan Sasuke.,https://naruto.fandom.com/wiki/Sasuke_Uchiha;https://naruto.fandom.com/wiki/Rinnegan,ASSET_SPEC_PENDING_PRODUCTION
awakening-sasuke-genin,sasuke-genin,Persistent silhouette changes from base hero to Curse Mark Level 2.,Use canon-appropriate face markings/features for Curse Mark Level 2; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Curse Mark Level 2; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Curse Mark Level 2.,Use canonical armor/avatar layer for Curse Mark Level 2; NONE when not applicable.,Use canonical weapon state for Curse Mark Level 2; NONE when not applicable.,Distinct awakened aura profile: aura/sasuke-genin/awakened,Distinct chakra/material profile: chakra/sasuke-genin/awakened,Form-specific summon/avatar layer for Curse Mark Level 2; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sasuke-genin/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sasuke-genin/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sasuke-genin/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sasuke-genin/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sasuke-genin/Awakened/Animations/Move,vfx/sasuke-genin/awakened/basic,vfx/sasuke-genin/awakened/skill1,vfx/sasuke-genin/awakened/skill2,vfx/sasuke-genin/awakened/ultimate,vfx/sasuke-genin/awakened/awakening-skill,camera/sasuke-genin/awakening,screenfx/sasuke-genin/awakening,Unique transition and form aura SFX for Curse Mark Level 2.,https://naruto.fandom.com/wiki/Sasuke_Uchiha,ASSET_SPEC_PENDING_PRODUCTION
awakening-sasuke-hebi,sasuke-hebi,Persistent silhouette changes from base hero to Mangekyo Sasuke.,Use canon-appropriate face markings/features for Mangekyo Sasuke; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Mangekyo Sasuke; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Mangekyo Sasuke.,Use canonical armor/avatar layer for Mangekyo Sasuke; NONE when not applicable.,Use canonical weapon state for Mangekyo Sasuke; NONE when not applicable.,Distinct awakened aura profile: aura/sasuke-hebi/awakened,Distinct chakra/material profile: chakra/sasuke-hebi/awakened,Form-specific summon/avatar layer for Mangekyo Sasuke; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sasuke-hebi/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sasuke-hebi/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sasuke-hebi/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sasuke-hebi/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sasuke-hebi/Awakened/Animations/Move,vfx/sasuke-hebi/awakened/basic,vfx/sasuke-hebi/awakened/skill1,vfx/sasuke-hebi/awakened/skill2,vfx/sasuke-hebi/awakened/ultimate,vfx/sasuke-hebi/awakened/awakening-skill,camera/sasuke-hebi/awakening,screenfx/sasuke-hebi/awakening,Unique transition and form aura SFX for Mangekyo Sasuke.,https://naruto.fandom.com/wiki/Sasuke_Uchiha,ASSET_SPEC_PENDING_PRODUCTION
awakening-shinno-base,shinno-base,Persistent silhouette changes from base hero to Eight Gates Body.,Use canon-appropriate face markings/features for Eight Gates Body; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Eight Gates Body; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Eight Gates Body.,Use canonical armor/avatar layer for Eight Gates Body; NONE when not applicable.,Use canonical weapon state for Eight Gates Body; NONE when not applicable.,Distinct awakened aura profile: aura/shinno-base/awakened,Distinct chakra/material profile: chakra/shinno-base/awakened,Form-specific summon/avatar layer for Eight Gates Body; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/shinno-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/shinno-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/shinno-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/shinno-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/shinno-base/Awakened/Animations/Move,vfx/shinno-base/awakened/basic,vfx/shinno-base/awakened/skill1,vfx/shinno-base/awakened/skill2,vfx/shinno-base/awakened/ultimate,vfx/shinno-base/awakened/awakening-skill,camera/shinno-base/awakening,screenfx/shinno-base/awakening,Unique transition and form aura SFX for Eight Gates Body.,https://naruto.fandom.com/wiki/Shinn%C5%8D,ASSET_SPEC_PENDING_PRODUCTION
awakening-shisui-anbu,shisui-anbu,Persistent silhouette changes from base hero to Mangekyo Shisui.,Use canon-appropriate face markings/features for Mangekyo Shisui; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Mangekyo Shisui; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Mangekyo Shisui.,Use canonical armor/avatar layer for Mangekyo Shisui; NONE when not applicable.,Use canonical weapon state for Mangekyo Shisui; NONE when not applicable.,Distinct awakened aura profile: aura/shisui-anbu/awakened,Distinct chakra/material profile: chakra/shisui-anbu/awakened,Form-specific summon/avatar layer for Mangekyo Shisui; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/shisui-anbu/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/shisui-anbu/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/shisui-anbu/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/shisui-anbu/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/shisui-anbu/Awakened/Animations/Move,vfx/shisui-anbu/awakened/basic,vfx/shisui-anbu/awakened/skill1,vfx/shisui-anbu/awakened/skill2,vfx/shisui-anbu/awakened/ultimate,vfx/shisui-anbu/awakened/awakening-skill,camera/shisui-anbu/awakening,screenfx/shisui-anbu/awakening,Unique transition and form aura SFX for Mangekyo Shisui.,https://naruto.fandom.com/wiki/Shisui_Uchiha,ASSET_SPEC_PENDING_PRODUCTION
awakening-sora-base,sora-base,Persistent silhouette changes from base hero to Pseudo Jinchuriki Sora.,Use canon-appropriate face markings/features for Pseudo Jinchuriki Sora; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Pseudo Jinchuriki Sora; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Pseudo Jinchuriki Sora.,Use canonical armor/avatar layer for Pseudo Jinchuriki Sora; NONE when not applicable.,Use canonical weapon state for Pseudo Jinchuriki Sora; NONE when not applicable.,Distinct awakened aura profile: aura/sora-base/awakened,Distinct chakra/material profile: chakra/sora-base/awakened,Form-specific summon/avatar layer for Pseudo Jinchuriki Sora; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sora-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sora-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sora-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sora-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sora-base/Awakened/Animations/Move,vfx/sora-base/awakened/basic,vfx/sora-base/awakened/skill1,vfx/sora-base/awakened/skill2,vfx/sora-base/awakened/ultimate,vfx/sora-base/awakened/awakening-skill,camera/sora-base/awakening,screenfx/sora-base/awakening,Unique transition and form aura SFX for Pseudo Jinchuriki Sora.,https://naruto.fandom.com/wiki/Sora,ASSET_SPEC_PENDING_PRODUCTION
awakening-tayuya-base,tayuya-base,Persistent silhouette changes from base hero to Curse Mark Level 2.,Use canon-appropriate face markings/features for Curse Mark Level 2; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Curse Mark Level 2; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Curse Mark Level 2.,Use canonical armor/avatar layer for Curse Mark Level 2; NONE when not applicable.,Use canonical weapon state for Curse Mark Level 2; NONE when not applicable.,Distinct awakened aura profile: aura/tayuya-base/awakened,Distinct chakra/material profile: chakra/tayuya-base/awakened,Form-specific summon/avatar layer for Curse Mark Level 2; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/tayuya-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/tayuya-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/tayuya-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/tayuya-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/tayuya-base/Awakened/Animations/Move,vfx/tayuya-base/awakened/basic,vfx/tayuya-base/awakened/skill1,vfx/tayuya-base/awakened/skill2,vfx/tayuya-base/awakened/ultimate,vfx/tayuya-base/awakened/awakening-skill,camera/tayuya-base/awakening,screenfx/tayuya-base/awakening,Unique transition and form aura SFX for Curse Mark Level 2.,https://naruto.fandom.com/wiki/Cursed_Seal,ASSET_SPEC_PENDING_PRODUCTION
awakening-toneri-base,toneri-base,Persistent silhouette changes from base hero to Tenseigan Chakra Mode.,Use canon-appropriate face markings/features for Tenseigan Chakra Mode; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Tenseigan Chakra Mode; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Tenseigan Chakra Mode.,Use canonical armor/avatar layer for Tenseigan Chakra Mode; NONE when not applicable.,Use canonical weapon state for Tenseigan Chakra Mode; NONE when not applicable.,Distinct awakened aura profile: aura/toneri-base/awakened,Distinct chakra/material profile: chakra/toneri-base/awakened,Form-specific summon/avatar layer for Tenseigan Chakra Mode; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/toneri-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/toneri-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/toneri-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/toneri-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/toneri-base/Awakened/Animations/Move,vfx/toneri-base/awakened/basic,vfx/toneri-base/awakened/skill1,vfx/toneri-base/awakened/skill2,vfx/toneri-base/awakened/ultimate,vfx/toneri-base/awakened/awakening-skill,camera/toneri-base/awakening,screenfx/toneri-base/awakening,Unique transition and form aura SFX for Tenseigan Chakra Mode.,https://naruto.fandom.com/wiki/Toneri_%C5%8Ctsutsuki,ASSET_SPEC_PENDING_PRODUCTION
awakening-ukon-base,ukon-base,Persistent silhouette changes from base hero to Curse Mark Level 2.,Use canon-appropriate face markings/features for Curse Mark Level 2; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Curse Mark Level 2; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Curse Mark Level 2.,Use canonical armor/avatar layer for Curse Mark Level 2; NONE when not applicable.,Use canonical weapon state for Curse Mark Level 2; NONE when not applicable.,Distinct awakened aura profile: aura/ukon-base/awakened,Distinct chakra/material profile: chakra/ukon-base/awakened,Form-specific summon/avatar layer for Curse Mark Level 2; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/ukon-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/ukon-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/ukon-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/ukon-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/ukon-base/Awakened/Animations/Move,vfx/ukon-base/awakened/basic,vfx/ukon-base/awakened/skill1,vfx/ukon-base/awakened/skill2,vfx/ukon-base/awakened/ultimate,vfx/ukon-base/awakened/awakening-skill,camera/ukon-base/awakening,screenfx/ukon-base/awakening,Unique transition and form aura SFX for Curse Mark Level 2.,https://naruto.fandom.com/wiki/Cursed_Seal,ASSET_SPEC_PENDING_PRODUCTION
awakening-utakata-base,utakata-base,Persistent silhouette changes from base hero to Six-Tails Cloak.,Use canon-appropriate face markings/features for Six-Tails Cloak; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Six-Tails Cloak; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Six-Tails Cloak.,Use canonical armor/avatar layer for Six-Tails Cloak; NONE when not applicable.,Use canonical weapon state for Six-Tails Cloak; NONE when not applicable.,Distinct awakened aura profile: aura/utakata-base/awakened,Distinct chakra/material profile: chakra/utakata-base/awakened,Form-specific summon/avatar layer for Six-Tails Cloak; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/utakata-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/utakata-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/utakata-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/utakata-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/utakata-base/Awakened/Animations/Move,vfx/utakata-base/awakened/basic,vfx/utakata-base/awakened/skill1,vfx/utakata-base/awakened/skill2,vfx/utakata-base/awakened/ultimate,vfx/utakata-base/awakened/awakening-skill,camera/utakata-base/awakening,screenfx/utakata-base/awakening,Unique transition and form aura SFX for Six-Tails Cloak.,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,ASSET_SPEC_PENDING_PRODUCTION
awakening-yagura-base,yagura-base,Persistent silhouette changes from base hero to Three-Tails Cloak.,Use canon-appropriate face markings/features for Three-Tails Cloak; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Three-Tails Cloak; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Three-Tails Cloak.,Use canonical armor/avatar layer for Three-Tails Cloak; NONE when not applicable.,Use canonical weapon state for Three-Tails Cloak; NONE when not applicable.,Distinct awakened aura profile: aura/yagura-base/awakened,Distinct chakra/material profile: chakra/yagura-base/awakened,Form-specific summon/avatar layer for Three-Tails Cloak; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/yagura-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/yagura-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/yagura-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/yagura-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/yagura-base/Awakened/Animations/Move,vfx/yagura-base/awakened/basic,vfx/yagura-base/awakened/skill1,vfx/yagura-base/awakened/skill2,vfx/yagura-base/awakened/ultimate,vfx/yagura-base/awakened/awakening-skill,camera/yagura-base/awakening,screenfx/yagura-base/awakening,Unique transition and form aura SFX for Three-Tails Cloak.,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,ASSET_SPEC_PENDING_PRODUCTION
awakening-yugito-base,yugito-base,Persistent silhouette changes from base hero to Two-Tails Cloak.,Use canon-appropriate face markings/features for Two-Tails Cloak; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Two-Tails Cloak; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Two-Tails Cloak.,Use canonical armor/avatar layer for Two-Tails Cloak; NONE when not applicable.,Use canonical weapon state for Two-Tails Cloak; NONE when not applicable.,Distinct awakened aura profile: aura/yugito-base/awakened,Distinct chakra/material profile: chakra/yugito-base/awakened,Form-specific summon/avatar layer for Two-Tails Cloak; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/yugito-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/yugito-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/yugito-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/yugito-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/yugito-base/Awakened/Animations/Move,vfx/yugito-base/awakened/basic,vfx/yugito-base/awakened/skill1,vfx/yugito-base/awakened/skill2,vfx/yugito-base/awakened/ultimate,vfx/yugito-base/awakened/awakening-skill,camera/yugito-base/awakening,screenfx/yugito-base/awakening,Unique transition and form aura SFX for Two-Tails Cloak.,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,ASSET_SPEC_PENDING_PRODUCTION
