hero_id,character_id,version_name,display_name_en,display_name_vi,era,rarity,role,element,faction,base_form_id,basic_skill,skill_1,skill_2,ultimate,passive,awakening_id,summonable,status
onoki-core,onoki,onoki [Core],onoki [Core],onoki [Core],SOURCE_ERA,SR,FLEX,CHAKRA,IWAGAKURE,form-onoki-tsuchikage,hvs-onoki-core-basic,hvs-onoki-core-skill-1,hvs-onoki-core-skill-2,hvs-onoki-core-ultimate,hvs-onoki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
orochimaru-sannin,orochimaru,Orochimaru [Sannin],Orochimaru [Sannin],Orochimaru [Sannin],SANNIN,SSR,CONTROL_SUMMONER,MIXED,OTOGAKURE,form-orochimaru-sannin,hvs-orochimaru-sannin-basic,hvs-orochimaru-sannin-skill-1,hvs-orochimaru-sannin-skill-2,hvs-orochimaru-sannin-ultimate,hvs-orochimaru-sannin-passive,awakening-orochimaru-sannin,true,PLAYABLE_DESIGN_BASELINE
pakura-core,pakura,Pakura,Pakura,Pakura,SOURCE_ERA,SR,FLEX,WIND,SUNAGAKURE,form-pakura-base,hvs-pakura-core-basic,hvs-pakura-core-skill-1,hvs-pakura-core-skill-2,hvs-pakura-core-ultimate,hvs-pakura-core-passive,,true,PLAYABLE_DESIGN_BASELINE
raido-namiashi-core,raido-namiashi,raido-namiashi [Core],raido-namiashi [Core],raido-namiashi [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-raido-namiashi-special-jonin,hvs-raido-namiashi-core-basic,hvs-raido-namiashi-core-skill-1,hvs-raido-namiashi-core-skill-2,hvs-raido-namiashi-core-ultimate,hvs-raido-namiashi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
raiga-kurosuki-core,raiga-kurosuki,raiga-kurosuki [Core],raiga-kurosuki [Core],raiga-kurosuki [Core],SOURCE_ERA,SR,FLEX,MIXED,KIRIGAKURE,form-raiga-kurosuki-kiba-wielder,hvs-raiga-kurosuki-core-basic,hvs-raiga-kurosuki-core-skill-1,hvs-raiga-kurosuki-core-skill-2,hvs-raiga-kurosuki-core-ultimate,hvs-raiga-kurosuki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
rasa-core,rasa,rasa [Core],rasa [Core],rasa [Core],SOURCE_ERA,SR,FLEX,CHAKRA,SUNAGAKURE,form-rasa-fourth-kazekage,hvs-rasa-core-basic,hvs-rasa-core-skill-1,hvs-rasa-core-skill-2,hvs-rasa-core-ultimate,hvs-rasa-core-passive,,true,PLAYABLE_DESIGN_BASELINE
rin-nohara-core,rin-nohara,rin-nohara [Core],rin-nohara [Core],rin-nohara [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-rin-nohara-team-minato,hvs-rin-nohara-core-basic,hvs-rin-nohara-core-skill-1,hvs-rin-nohara-core-skill-2,hvs-rin-nohara-core-ultimate,hvs-rin-nohara-core-passive,,true,PLAYABLE_DESIGN_BASELINE
rock-lee-genin,rock-lee,Rock Lee [Genin],Rock Lee [Genin],Rock Lee [Genin],PART_I,SR,BURST_DPS,MIXED,KONOHA,form-rock-lee-genin,hvs-rock-lee-genin-basic,hvs-rock-lee-genin-skill-1,hvs-rock-lee-genin-skill-2,hvs-rock-lee-genin-ultimate,hvs-rock-lee-genin-passive,awakening-rock-lee-genin,true,PLAYABLE_DESIGN_BASELINE
rock-lee-shippuden,rock-lee,Rock Lee [Shippuden],Rock Lee [Shippuden],Rock Lee [Shippuden],SHIPPUDEN,SR,BURST_DPS,MIXED,KONOHA,form-rock-lee-shippuden,hvs-rock-lee-shippuden-basic,hvs-rock-lee-shippuden-skill-1,hvs-rock-lee-shippuden-skill-2,hvs-rock-lee-shippuden-ultimate,hvs-rock-lee-shippuden-passive,awakening-rock-lee-shippuden,true,PLAYABLE_DESIGN_BASELINE
roshi-base,roshi,Roshi,Roshi,Roshi,SHIPPUDEN,SR,BRUISER,MIXED,IWAGAKURE,form-roshi-base,hvs-roshi-base-basic,hvs-roshi-base-skill-1,hvs-roshi-base-skill-2,hvs-roshi-base-ultimate,hvs-roshi-base-passive,awakening-roshi-base,true,PLAYABLE_DESIGN_BASELINE
sai-core,sai,sai [Core],sai [Core],sai [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-sai-root-operative,hvs-sai-core-basic,hvs-sai-core-skill-1,hvs-sai-core-skill-2,hvs-sai-core-ultimate,hvs-sai-core-passive,,true,PLAYABLE_DESIGN_BASELINE
sakon-base,sakon,Sakon,Sakon,Sakon,PART_I,SR,ASSASSIN,MIXED,OTOGAKURE,form-sakon-sound-four,hvs-sakon-base-basic,hvs-sakon-base-skill-1,hvs-sakon-base-skill-2,hvs-sakon-base-ultimate,hvs-sakon-base-passive,awakening-sakon-base,true,PLAYABLE_DESIGN_BASELINE
sakumo-hatake-core,sakumo-hatake,sakumo-hatake [Core],sakumo-hatake [Core],sakumo-hatake [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-sakumo-hatake-white-fang,hvs-sakumo-hatake-core-basic,hvs-sakumo-hatake-core-skill-1,hvs-sakumo-hatake-core-skill-2,hvs-sakumo-hatake-core-ultimate,hvs-sakumo-hatake-core-passive,,true,PLAYABLE_DESIGN_BASELINE
sakura-genin,sakura-haruno,Sakura [Genin],Sakura [Genin],Sakura [Genin],PART_I,SR,SUPPORT,MIXED,KONOHA,form-sakura-haruno-genin,hvs-sakura-genin-basic,hvs-sakura-genin-skill-1,hvs-sakura-genin-skill-2,hvs-sakura-genin-ultimate,hvs-sakura-genin-passive,,true,PLAYABLE_DESIGN_BASELINE
sakura-shippuden,sakura-haruno,Sakura [Shippuden],Sakura [Shippuden],Sakura [Shippuden],SHIPPUDEN,SSR,HEALER_BRUISER,MIXED,KONOHA,form-sakura-haruno-shippuden,hvs-sakura-shippuden-basic,hvs-sakura-shippuden-skill-1,hvs-sakura-shippuden-skill-2,hvs-sakura-shippuden-ultimate,hvs-sakura-shippuden-passive,awakening-sakura-shippuden,true,PLAYABLE_DESIGN_BASELINE
samui-core,samui,samui [Core],samui [Core],samui [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-samui-cloud-jonin,hvs-samui-core-basic,hvs-samui-core-skill-1,hvs-samui-core-skill-2,hvs-samui-core-ultimate,hvs-samui-core-passive,,true,PLAYABLE_DESIGN_BASELINE
sari-core,sari,sari [Core],sari [Core],sari [Core],SOURCE_ERA,SR,FLEX,WIND,SUNAGAKURE,form-sari-sand-kunoichi,hvs-sari-core-basic,hvs-sari-core-skill-1,hvs-sari-core-skill-2,hvs-sari-core-ultimate,hvs-sari-core-passive,,true,PLAYABLE_DESIGN_BASELINE
sasori-hiruko,sasori,Sasori [Hiruko],Sasori [Hiruko],Sasori [Hiruko],AKATSUKI,SSR,SUMMONER_CONTROL,MIXED,SUNAGAKURE,form-sasori-hiruko-puppet,hvs-sasori-hiruko-basic,hvs-sasori-hiruko-skill-1,hvs-sasori-hiruko-skill-2,hvs-sasori-hiruko-ultimate,hvs-sasori-hiruko-passive,awakening-sasori-hiruko,true,PLAYABLE_DESIGN_BASELINE
sasuke-adult,sasuke-uchiha,Sasuke [Adult],Sasuke [Adult],Sasuke [Adult],ADULT,SSR,CONTROL_DPS,MIXED,KONOHA,form-sasuke-uchiha-adult,hvs-sasuke-adult-basic,hvs-sasuke-adult-skill-1,hvs-sasuke-adult-skill-2,hvs-sasuke-adult-ultimate,hvs-sasuke-adult-passive,,true,PLAYABLE_DESIGN_BASELINE
sasuke-ems,sasuke-uchiha,Sasuke [Eternal Mangekyo],Sasuke [Eternal Mangekyo],Sasuke [Eternal Mangekyo],WAR_ARC,UR,CONTROL_DPS,MIXED,KONOHA,form-sasuke-uchiha-eternal-mangekyo-sharingan,hvs-sasuke-ems-basic,hvs-sasuke-ems-skill-1,hvs-sasuke-ems-skill-2,hvs-sasuke-ems-ultimate,hvs-sasuke-ems-passive,awakening-sasuke-ems,true,PLAYABLE_DESIGN_BASELINE
sasuke-genin,sasuke-uchiha,Sasuke [Genin],Sasuke [Genin],Sasuke [Genin],PART_I,SSR,ASSASSIN,MIXED,KONOHA,form-sasuke-uchiha-genin,hvs-sasuke-genin-basic,hvs-sasuke-genin-skill-1,hvs-sasuke-genin-skill-2,hvs-sasuke-genin-ultimate,hvs-sasuke-genin-passive,awakening-sasuke-genin,true,PLAYABLE_DESIGN_BASELINE
sasuke-hebi,sasuke-uchiha,Sasuke [Hebi],Sasuke [Hebi],Sasuke [Hebi],HEBI_TAKA,UR,ASSASSIN,MIXED,KONOHA,form-sasuke-uchiha-hebi,hvs-sasuke-hebi-basic,hvs-sasuke-hebi-skill-1,hvs-sasuke-hebi-skill-2,hvs-sasuke-hebi-ultimate,hvs-sasuke-hebi-passive,awakening-sasuke-hebi,true,PLAYABLE_DESIGN_BASELINE
second-raikage-core,second-raikage,second-raikage [Core],second-raikage [Core],second-raikage [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-second-raikage-second-raikage,hvs-second-raikage-core-basic,hvs-second-raikage-core-skill-1,hvs-second-raikage-core-skill-2,hvs-second-raikage-core-ultimate,hvs-second-raikage-core-passive,,true,PLAYABLE_DESIGN_BASELINE
shigure-core,shigure,shigure [Core],shigure [Core],shigure [Core],SOURCE_ERA,SR,FLEX,WATER,AMEGAKURE,form-shigure-rain-genin,hvs-shigure-core-basic,hvs-shigure-core-skill-1,hvs-shigure-core-skill-2,hvs-shigure-core-ultimate,hvs-shigure-core-passive,,true,PLAYABLE_DESIGN_BASELINE
shikaku-nara-core,shikaku-nara,shikaku-nara [Core],shikaku-nara [Core],shikaku-nara [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-shikaku-nara-clan-head,hvs-shikaku-nara-core-basic,hvs-shikaku-nara-core-skill-1,hvs-shikaku-nara-core-skill-2,hvs-shikaku-nara-core-ultimate,hvs-shikaku-nara-core-passive,,true,PLAYABLE_DESIGN_BASELINE
shikamaru-nara-core,shikamaru-nara,shikamaru-nara [Core],shikamaru-nara [Core],shikamaru-nara [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-shikamaru-nara-genin,hvs-shikamaru-nara-core-basic,hvs-shikamaru-nara-core-skill-1,hvs-shikamaru-nara-core-skill-2,hvs-shikamaru-nara-core-ultimate,hvs-shikamaru-nara-core-passive,,true,PLAYABLE_DESIGN_BASELINE
shinno-base,shinno,Shinno,Shinno,Shinno,MOVIE_ORIGINAL,SR,BRUISER,MIXED,ANIMEMOVIEEXPANSION,form-shinno-doctor,hvs-shinno-base-basic,hvs-shinno-base-skill-1,hvs-shinno-base-skill-2,hvs-shinno-base-ultimate,hvs-shinno-base-passive,awakening-shinno-base,true,PLAYABLE_DESIGN_BASELINE
shino-aburame-core,shino-aburame,shino-aburame [Core],shino-aburame [Core],shino-aburame [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-shino-aburame-chunin-exams,hvs-shino-aburame-core-basic,hvs-shino-aburame-core-skill-1,hvs-shino-aburame-core-skill-2,hvs-shino-aburame-core-ultimate,hvs-shino-aburame-core-passive,,true,PLAYABLE_DESIGN_BASELINE
shisui-anbu,shisui-uchiha,Shisui [ANBU],Shisui [ANBU],Shisui [ANBU],ANBU,SSR,CONTROL_ASSASSIN,MIXED,KONOHA,form-shisui-uchiha-anbu,hvs-shisui-anbu-basic,hvs-shisui-anbu-skill-1,hvs-shisui-anbu-skill-2,hvs-shisui-anbu-ultimate,hvs-shisui-anbu-passive,awakening-shisui-anbu,true,PLAYABLE_DESIGN_BASELINE
shizune-core,shizune,shizune [Core],shizune [Core],shizune [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-shizune-sannin-attendant,hvs-shizune-core-basic,hvs-shizune-core-skill-1,hvs-shizune-core-skill-2,hvs-shizune-core-ultimate,hvs-shizune-core-passive,,true,PLAYABLE_DESIGN_BASELINE
sora-base,sora,Sora,Sora,Sora,ANIME_ORIGINAL,SR,BRUISER,MIXED,ANIMEMOVIEEXPANSION,form-sora-temple-monk,hvs-sora-base-basic,hvs-sora-base-skill-1,hvs-sora-base-skill-2,hvs-sora-base-ultimate,hvs-sora-base-passive,awakening-sora-base,true,PLAYABLE_DESIGN_BASELINE
suigetsu-hozuki-core,suigetsu-hozuki,suigetsu-hozuki [Core],suigetsu-hozuki [Core],suigetsu-hozuki [Core],SOURCE_ERA,SR,FLEX,WATER,KIRIGAKURE,form-suigetsu-hozuki-hebi,hvs-suigetsu-hozuki-core-basic,hvs-suigetsu-hozuki-core-skill-1,hvs-suigetsu-hozuki-core-skill-2,hvs-suigetsu-hozuki-core-ultimate,hvs-suigetsu-hozuki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
taiseki-core,taiseki,taiseki [Core],taiseki [Core],taiseki [Core],SOURCE_ERA,SR,FLEX,EARTH,IWAGAKURE,form-taiseki-stone-jonin,hvs-taiseki-core-basic,hvs-taiseki-core-skill-1,hvs-taiseki-core-skill-2,hvs-taiseki-core-ultimate,hvs-taiseki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
tayuya-base,tayuya,Tayuya,Tayuya,Tayuya,PART_I,SR,CONTROL,MIXED,OTOGAKURE,form-tayuya-sound-four,hvs-tayuya-base-basic,hvs-tayuya-base-skill-1,hvs-tayuya-base-skill-2,hvs-tayuya-base-ultimate,hvs-tayuya-base-passive,awakening-tayuya-base,true,PLAYABLE_DESIGN_BASELINE
temari-core,temari,temari [Core],temari [Core],temari [Core],SOURCE_ERA,SR,FLEX,WIND,SUNAGAKURE,form-temari-chunin-exams,hvs-temari-core-basic,hvs-temari-core-skill-1,hvs-temari-core-skill-2,hvs-temari-core-ultimate,hvs-temari-core-passive,,true,PLAYABLE_DESIGN_BASELINE
tenten-core,tenten,tenten [Core],tenten [Core],tenten [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-tenten-chunin-exams,hvs-tenten-core-basic,hvs-tenten-core-skill-1,hvs-tenten-core-skill-2,hvs-tenten-core-ultimate,hvs-tenten-core-passive,,true,PLAYABLE_DESIGN_BASELINE
third-raikage-core,third-raikage,third-raikage [Core],third-raikage [Core],third-raikage [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-third-raikage-third-raikage,hvs-third-raikage-core-basic,hvs-third-raikage-core-skill-1,hvs-third-raikage-core-skill-2,hvs-third-raikage-core-ultimate,hvs-third-raikage-core-passive,,true,PLAYABLE_DESIGN_BASELINE
tobirama-hokage,tobirama-senju,Tobirama [Second Hokage],Tobirama [Second Hokage],Tobirama [Second Hokage],HOKAGE,SSR,ASSASSIN_CONTROL,WATER,KONOHA,form-tobirama-senju-second-hokage,hvs-tobirama-hokage-basic,hvs-tobirama-hokage-skill-1,hvs-tobirama-hokage-skill-2,hvs-tobirama-hokage-ultimate,hvs-tobirama-hokage-passive,,true,PLAYABLE_DESIGN_BASELINE
toneri-base,toneri-otsutsuki,Toneri Otsutsuki,Toneri Otsutsuki,Toneri Otsutsuki,THE_LAST,SSR,CONTROL_DPS,CHAKRA,ANIMEMOVIEEXPANSION,form-toneri-otsutsuki-base,hvs-toneri-base-basic,hvs-toneri-base-skill-1,hvs-toneri-base-skill-2,hvs-toneri-base-ultimate,hvs-toneri-base-passive,awakening-toneri-base,true,PLAYABLE_DESIGN_BASELINE
torifu-akimichi-core,torifu-akimichi,torifu-akimichi [Core],torifu-akimichi [Core],torifu-akimichi [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-torifu-akimichi-tobirama-guard,hvs-torifu-akimichi-core-basic,hvs-torifu-akimichi-core-skill-1,hvs-torifu-akimichi-core-skill-2,hvs-torifu-akimichi-core-ultimate,hvs-torifu-akimichi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
toroi-core,toroi,Toroi,Toroi,Toroi,SOURCE_ERA,SR,FLEX,CHAKRA,KUMOGAKURE,form-toroi-base,hvs-toroi-core-basic,hvs-toroi-core-skill-1,hvs-toroi-core-skill-2,hvs-toroi-core-ultimate,hvs-toroi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
torune-aburame-core,torune-aburame,torune-aburame [Core],torune-aburame [Core],torune-aburame [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-torune-aburame-root-operative,hvs-torune-aburame-core-basic,hvs-torune-aburame-core-skill-1,hvs-torune-aburame-core-skill-2,hvs-torune-aburame-core-ultimate,hvs-torune-aburame-core-passive,,true,PLAYABLE_DESIGN_BASELINE
udon-ise-core,udon-ise,udon-ise [Core],udon-ise [Core],udon-ise [Core],SOURCE_ERA,SR,FLEX,WATER,KONOHA,form-udon-ise-academy-squad,hvs-udon-ise-core-basic,hvs-udon-ise-core-skill-1,hvs-udon-ise-core-skill-2,hvs-udon-ise-core-ultimate,hvs-udon-ise-core-passive,,true,PLAYABLE_DESIGN_BASELINE
ukon-base,ukon,Ukon,Ukon,Ukon,PART_I,SR,ASSASSIN,MIXED,OTOGAKURE,form-ukon-sound-four,hvs-ukon-base-basic,hvs-ukon-base-skill-1,hvs-ukon-base-skill-2,hvs-ukon-base-ultimate,hvs-ukon-base-passive,awakening-ukon-base,true,PLAYABLE_DESIGN_BASELINE
utakata-base,utakata,Utakata,Utakata,Utakata,SHIPPUDEN,SR,CONTROL,MIXED,JINCHURIKI,form-utakata-base,hvs-utakata-base-basic,hvs-utakata-base-skill-1,hvs-utakata-base-skill-2,hvs-utakata-base-ultimate,hvs-utakata-base-passive,awakening-utakata-base,true,PLAYABLE_DESIGN_BASELINE
white-zetsu-core,white-zetsu,white-zetsu [Core],white-zetsu [Core],white-zetsu [Core],SOURCE_ERA,SR,FLEX,CHAKRA,AKATSUKI,form-white-zetsu-akatsuki-scout,hvs-white-zetsu-core-basic,hvs-white-zetsu-core-skill-1,hvs-white-zetsu-core-skill-2,hvs-white-zetsu-core-ultimate,hvs-white-zetsu-core-passive,,true,PLAYABLE_DESIGN_BASELINE
yagura-base,yagura-karatachi,Yagura,Yagura,Yagura,SHIPPUDEN,SR,CONTROL,MIXED,KIRIGAKURE,form-yagura-karatachi-mizukage,hvs-yagura-base-basic,hvs-yagura-base-skill-1,hvs-yagura-base-skill-2,hvs-yagura-base-ultimate,hvs-yagura-base-passive,awakening-yagura-base,true,PLAYABLE_DESIGN_BASELINE
yahiko-core,yahiko,yahiko [Core],yahiko [Core],yahiko [Core],SOURCE_ERA,SR,FLEX,WATER,AMEGAKURE,form-yahiko-akatsuki-founder,hvs-yahiko-core-basic,hvs-yahiko-core-skill-1,hvs-yahiko-core-skill-2,hvs-yahiko-core-ultimate,hvs-yahiko-core-passive,,true,PLAYABLE_DESIGN_BASELINE
yamato-core,yamato,yamato [Core],yamato [Core],yamato [Core],SOURCE_ERA,SR,FLEX,CHAKRA,KONOHA,form-yamato-anbu-wood-style,hvs-yamato-core-basic,hvs-yamato-core-skill-1,hvs-yamato-core-skill-2,hvs-yamato-core-ultimate,hvs-yamato-core-passive,,true,PLAYABLE_DESIGN_BASELINE
yashamaru-core,yashamaru,yashamaru [Core],yashamaru [Core],yashamaru [Core],SOURCE_ERA,SR,FLEX,MIXED,SUNAGAKURE,form-yashamaru-sand-medic,hvs-yashamaru-core-basic,hvs-yashamaru-core-skill-1,hvs-yashamaru-core-skill-2,hvs-yashamaru-core-ultimate,hvs-yashamaru-core-passive,,true,PLAYABLE_DESIGN_BASELINE
yoroi-akado-core,yoroi-akado,Yoroi Akado,Yoroi Akado,Yoroi Akado,SOURCE_ERA,SR,FLEX,MIXED,OTOGAKURE,form-yoroi-akado-base,hvs-yoroi-akado-core-basic,hvs-yoroi-akado-core-skill-1,hvs-yoroi-akado-core-skill-2,hvs-yoroi-akado-core-ultimate,hvs-yoroi-akado-core-passive,,true,PLAYABLE_DESIGN_BASELINE
yugao-uzuki-core,yugao-uzuki,yugao-uzuki [Core],yugao-uzuki [Core],yugao-uzuki [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-yugao-uzuki-anbu,hvs-yugao-uzuki-core-basic,hvs-yugao-uzuki-core-skill-1,hvs-yugao-uzuki-core-skill-2,hvs-yugao-uzuki-core-ultimate,hvs-yugao-uzuki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
yugito-base,yugito-nii,Yugito Nii,Yugito Nii,Yugito Nii,SHIPPUDEN,SR,DPS,MIXED,KUMOGAKURE,form-yugito-nii-base,hvs-yugito-base-basic,hvs-yugito-base-skill-1,hvs-yugito-base-skill-2,hvs-yugito-base-ultimate,hvs-yugito-base-passive,awakening-yugito-base,true,PLAYABLE_DESIGN_BASELINE
zabuza-momochi-core,zabuza-momochi,zabuza-momochi [Core],zabuza-momochi [Core],zabuza-momochi [Core],SOURCE_ERA,SR,FLEX,WATER,KIRIGAKURE,form-zabuza-momochi-base,hvs-zabuza-momochi-core-basic,hvs-zabuza-momochi-core-skill-1,hvs-zabuza-momochi-core-skill-2,hvs-zabuza-momochi-core-ultimate,hvs-zabuza-momochi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
zaku-abumi-core,zaku-abumi,zaku-abumi [Core],zaku-abumi [Core],zaku-abumi [Core],SOURCE_ERA,SR,FLEX,WIND,OTOGAKURE,form-zaku-abumi-sound-genin,hvs-zaku-abumi-core-basic,hvs-zaku-abumi-core-skill-1,hvs-zaku-abumi-core-skill-2,hvs-zaku-abumi-core-ultimate,hvs-zaku-abumi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
