skill_id,hero_id,slot,source_technique_id,name_en,name_vi,channel,kind,tags,explicitness,status,research_note
hvs-kosuke-maruboshi-core-ultimate,kosuke-maruboshi-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kosuke-maruboshi-core-passive,kosuke-maruboshi-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kotetsu-hagane-core-basic,kotetsu-hagane-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kotetsu-hagane-core-skill-1,kotetsu-hagane-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kotetsu-hagane-core-skill-2,kotetsu-hagane-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kotetsu-hagane-core-ultimate,kotetsu-hagane-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kotetsu-hagane-core-passive,kotetsu-hagane-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurenai-yuhi-core-basic,kurenai-yuhi-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurenai-yuhi-core-skill-1,kurenai-yuhi-core,SKILL_1,genjutsu-eye,Genjutsu Eye,Genjutsu Eye,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/genjutsu-eye; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurenai-yuhi-core-skill-2,kurenai-yuhi-core,SKILL_2,mind-destruction,Mind Destruction,Mind Destruction,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/mind-destruction; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurenai-yuhi-core-ultimate,kurenai-yuhi-core,ULTIMATE,illusion-prison,Illusion Prison,Illusion Prison,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/illusion-prison; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurenai-yuhi-core-passive,kurenai-yuhi-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurotsuchi-core-basic,kurotsuchi-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurotsuchi-core-skill-1,kurotsuchi-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurotsuchi-core-skill-2,kurotsuchi-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurotsuchi-core-ultimate,kurotsuchi-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kurotsuchi-core-passive,kurotsuchi-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kushimaru-kuriarare-core-basic,kushimaru-kuriarare-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kushimaru-kuriarare-core-skill-1,kushimaru-kuriarare-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kushimaru-kuriarare-core-skill-2,kushimaru-kuriarare-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kushimaru-kuriarare-core-ultimate,kushimaru-kuriarare-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-kushimaru-kuriarare-core-passive,kushimaru-kuriarare-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mabui-core-basic,mabui-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mabui-core-skill-1,mabui-core,SKILL_1,lightning-armor,Lightning Armor,Lightning Armor,CHAKRA,ACTIVE,lightning,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/lightning-armor; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mabui-core-skill-2,mabui-core,SKILL_2,storm-laser,Storm Laser,Storm Laser,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/storm-laser; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mabui-core-ultimate,mabui-core,ULTIMATE,black-lightning,Black Lightning,Black Lightning,CHAKRA,ULTIMATE,lightning|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/black-lightning; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mabui-core-passive,mabui-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-ems-basic,madara-ems,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-ems-skill-1,madara-ems,SKILL_1,majestic-destroyer-flame,Majestic Destroyer Flame,Majestic Destroyer Flame,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/majestic-destroyer-flame; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-ems-skill-2,madara-ems,SKILL_2,perfect-susanoo,Perfect Susanoo,Perfect Susanoo,CHAKRA,ACTIVE,susanoo,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/perfect-susanoo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-ems-ultimate,madara-ems,ULTIMATE,tengai-shinsei,Tengai Shinsei,Tengai Shinsei,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/tengai-shinsei; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-ems-passive,madara-ems,PASSIVE,passive-sharingan,Passive Sharingan,Passive Sharingan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/passive-sharingan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-rinnegan-basic,madara-rinnegan,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-rinnegan-skill-1,madara-rinnegan,SKILL_1,majestic-destroyer-flame,Majestic Destroyer Flame,Majestic Destroyer Flame,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/majestic-destroyer-flame; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-rinnegan-skill-2,madara-rinnegan,SKILL_2,perfect-susanoo,Perfect Susanoo,Perfect Susanoo,CHAKRA,ACTIVE,susanoo,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/perfect-susanoo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-rinnegan-ultimate,madara-rinnegan,ULTIMATE,tengai-shinsei,Tengai Shinsei,Tengai Shinsei,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/tengai-shinsei; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-madara-rinnegan-passive,madara-rinnegan,PASSIVE,passive-sharingan,Passive Sharingan,Passive Sharingan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from madara/passive-sharingan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mahiru-core-basic,mahiru-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mahiru-core-skill-1,mahiru-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mahiru-core-skill-2,mahiru-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mahiru-core-ultimate,mahiru-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mahiru-core-passive,mahiru-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-maki-core-basic,maki-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-maki-core-skill-1,maki-core,SKILL_1,wind-scythe,Wind Scythe,Wind Scythe,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-scythe; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-maki-core-skill-2,maki-core,SKILL_2,wind-blade,Wind Blade,Wind Blade,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-maki-core-ultimate,maki-core,ULTIMATE,great-wind-burst,Great Wind Burst,Great Wind Burst,CHAKRA,ULTIMATE,wind|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/great-wind-burst; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-maki-core-passive,maki-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mangetsu-hozuki-core-basic,mangetsu-hozuki-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mangetsu-hozuki-core-skill-1,mangetsu-hozuki-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mangetsu-hozuki-core-skill-2,mangetsu-hozuki-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mangetsu-hozuki-core-ultimate,mangetsu-hozuki-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mangetsu-hozuki-core-passive,mangetsu-hozuki-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-matsuri-core-basic,matsuri-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-matsuri-core-skill-1,matsuri-core,SKILL_1,wind-scythe,Wind Scythe,Wind Scythe,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-scythe; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-matsuri-core-skill-2,matsuri-core,SKILL_2,wind-blade,Wind Blade,Wind Blade,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-matsuri-core-ultimate,matsuri-core,ULTIMATE,great-wind-burst,Great Wind Burst,Great Wind Burst,CHAKRA,ULTIMATE,wind|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/great-wind-burst; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-matsuri-core-passive,matsuri-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-meizu-core-basic,meizu-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-meizu-core-skill-1,meizu-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-meizu-core-skill-2,meizu-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-meizu-core-ultimate,meizu-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-meizu-core-passive,meizu-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-menma-base-basic,menma-base,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto-kcm/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-menma-base-skill-1,menma-base,SKILL_1,kurama-claw,Kurama Claw,Kurama Claw,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto-kcm/kurama-claw; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-menma-base-skill-2,menma-base,SKILL_2,rasenshuriken,Rasenshuriken,Rasenshuriken,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto-kcm/rasenshuriken; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-menma-base-ultimate,menma-base,ULTIMATE,tailed-beast-bomb,Tailed Beast Bomb,Tailed Beast Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto-kcm/tailed-beast-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-menma-base-passive,menma-base,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto-kcm/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-midare-core-basic,midare-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-midare-core-skill-1,midare-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-midare-core-skill-2,midare-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-midare-core-ultimate,midare-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-midare-core-passive,midare-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mifune-core-basic,mifune-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from samurai/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mifune-core-skill-1,mifune-core,SKILL_1,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from samurai/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mifune-core-skill-2,mifune-core,SKILL_2,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from samurai/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mifune-core-ultimate,mifune-core,ULTIMATE,samurai-iaido,Samurai Iaido,Samurai Iaido,PHYSICAL,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from samurai/samurai-iaido; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mifune-core-passive,mifune-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from samurai/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-duy-base-basic,might-duy-base,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-duy-base-skill-1,might-duy-base,SKILL_1,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-duy-base-skill-2,might-duy-base,SKILL_2,eight-gates,Eight Gates,Eight Gates,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/eight-gates; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-duy-base-ultimate,might-duy-base,ULTIMATE,night-guy,Night Guy,Night Guy,PHYSICAL,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/night-guy; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-duy-base-passive,might-duy-base,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-guy-base-basic,might-guy-base,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
